Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings.Source,Ratings.Value,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
The Shape of Water,2017,R,22 Dec 2017,123 min,"Drama, Fantasy, Romance",Guillermo del Toro,"Guillermo del Toro, Vanessa Taylor","Sally Hawkins, Octavia Spencer, Michael Shannon","At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.","English, American Sign , Russian, French","United States, Mexico",Won 4 Oscars. 138 wins & 358 nominations total,https://m.media-amazon.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,Metacritic,87/100,87,7.3,"412,940",tt5580390,movie,13 Mar 2018,"$63,859,435",N/A,N/A,True
Moonlight,2016,R,18 Nov 2016,111 min,Drama,Barry Jenkins,"Barry Jenkins, Tarell Alvin McCraney","Mahershala Ali, Naomie Harris, Trevante Rhodes","A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",English,United States,Won 3 Oscars. 228 wins & 296 nominations total,https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,Internet Movie Database,7.4/10,99,7.4,"303,524",tt4975722,movie,28 Feb 2017,"$27,854,932",N/A,N/A,True
Moonlight,2016,R,18 Nov 2016,111 min,Drama,Barry Jenkins,"Barry Jenkins, Tarell Alvin McCraney","Mahershala Ali, Naomie Harris, Trevante Rhodes","A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",English,United States,Won 3 Oscars. 228 wins & 296 nominations total,https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,Rotten Tomatoes,98%,99,7.4,"303,524",tt4975722,movie,28 Feb 2017,"$27,854,932",N/A,N/A,True
Moonlight,2016,R,18 Nov 2016,111 min,Drama,Barry Jenkins,"Barry Jenkins, Tarell Alvin McCraney","Mahershala Ali, Naomie Harris, Trevante Rhodes","A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",English,United States,Won 3 Oscars. 228 wins & 296 nominations total,https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,Metacritic,99/100,99,7.4,"303,524",tt4975722,movie,28 Feb 2017,"$27,854,932",N/A,N/A,True
Spotlight,2015,R,20 Nov 2015,129 min,"Biography, Crime, Drama",Tom McCarthy,"Josh Singer, Tom McCarthy","Mark Ruffalo, Michael Keaton, Rachel McAdams","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",English,United States,Won 2 Oscars. 124 wins & 143 nominations total,https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg,Internet Movie Database,8.1/10,93,8.1,"462,824",tt1895587,movie,23 Feb 2016,"$45,055,776",N/A,N/A,True
Spotlight,2015,R,20 Nov 2015,129 min,"Biography, Crime, Drama",Tom McCarthy,"Josh Singer, Tom McCarthy","Mark Ruffalo, Michael Keaton, Rachel McAdams","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",English,United States,Won 2 Oscars. 124 wins & 143 nominations total,https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg,Rotten Tomatoes,97%,93,8.1,"462,824",tt1895587,movie,23 Feb 2016,"$45,055,776",N/A,N/A,True
Spotlight,2015,R,20 Nov 2015,129 min,"Biography, Crime, Drama",Tom McCarthy,"Josh Singer, Tom McCarthy","Mark Ruffalo, Michael Keaton, Rachel McAdams","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",English,United States,Won 2 Oscars. 124 wins & 143 nominations total,https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg,Metacritic,93/100,93,8.1,"462,824",tt1895587,movie,23 Feb 2016,"$45,055,776",N/A,N/A,True
Birdman or (The Unexpected Virtue of Ignorance),2014,R,14 Nov 2014,119 min,"Comedy, Drama",Alejandro G. Iñárritu,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris","Michael Keaton, Zach Galifianakis, Edward Norton","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",English,United States,Won 4 Oscars. 193 wins & 292 nominations total,https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg,Internet Movie Database,7.7/10,87,7.7,"622,303",tt2562232,movie,17 Feb 2015,"$42,340,598",N/A,N/A,True
Birdman or (The Unexpected Virtue of Ignorance),2014,R,14 Nov 2014,119 min,"Comedy, Drama",Alejandro G. Iñárritu,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris","Michael Keaton, Zach Galifianakis, Edward Norton","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",English,United States,Won 4 Oscars. 193 wins & 292 nominations total,https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg,Rotten Tomatoes,91%,87,7.7,"622,303",tt2562232,movie,17 Feb 2015,"$42,340,598",N/A,N/A,True
Birdman or (The Unexpected Virtue of Ignorance),2014,R,14 Nov 2014,119 min,"Comedy, Drama",Alejandro G. Iñárritu,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris","Michael Keaton, Zach Galifianakis, Edward Norton","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",English,United States,Won 4 Oscars. 193 wins & 292 nominations total,https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg,Metacritic,87/100,87,7.7,"622,303",tt2562232,movie,17 Feb 2015,"$42,340,598",N/A,N/A,True
12 Years a Slave,2013,R,08 Nov 2013,134 min,"Biography, Drama, History",Steve McQueen,"John Ridley, Solomon Northup","Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",English,"United States, United Kingdom",Won 3 Oscars. 242 wins & 337 nominations total,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg,Internet Movie Database,8.1/10,96,8.1,"691,419",tt2024544,movie,04 Mar 2014,"$56,671,993",N/A,N/A,True
12 Years a Slave,2013,R,08 Nov 2013,134 min,"Biography, Drama, History",Steve McQueen,"John Ridley, Solomon Northup","Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",English,"United States, United Kingdom",Won 3 Oscars. 242 wins & 337 nominations total,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg,Rotten Tomatoes,95%,96,8.1,"691,419",tt2024544,movie,04 Mar 2014,"$56,671,993",N/A,N/A,True
12 Years a Slave,2013,R,08 Nov 2013,134 min,"Biography, Drama, History",Steve McQueen,"John Ridley, Solomon Northup","Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",English,"United States, United Kingdom",Won 3 Oscars. 242 wins & 337 nominations total,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg,Metacritic,96/100,96,8.1,"691,419",tt2024544,movie,04 Mar 2014,"$56,671,993",N/A,N/A,True
Argo,2012,R,12 Oct 2012,120 min,"Biography, Drama, Thriller",Ben Affleck,"Chris Terrio, Tony Mendez, Joshuah Bearman","Ben Affleck, Bryan Cranston, John Goodman","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","English, Persian, German, Arabic","United Kingdom, United States",Won 3 Oscars. 94 wins & 156 nominations total,https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Internet Movie Database,7.7/10,86,7.7,"607,945",tt1024648,movie,19 Feb 2013,"$136,025,503",N/A,N/A,True
Argo,2012,R,12 Oct 2012,120 min,"Biography, Drama, Thriller",Ben Affleck,"Chris Terrio, Tony Mendez, Joshuah Bearman","Ben Affleck, Bryan Cranston, John Goodman","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","English, Persian, German, Arabic","United Kingdom, United States",Won 3 Oscars. 94 wins & 156 nominations total,https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Rotten Tomatoes,96%,86,7.7,"607,945",tt1024648,movie,19 Feb 2013,"$136,025,503",N/A,N/A,True
Argo,2012,R,12 Oct 2012,120 min,"Biography, Drama, Thriller",Ben Affleck,"Chris Terrio, Tony Mendez, Joshuah Bearman","Ben Affleck, Bryan Cranston, John Goodman","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","English, Persian, German, Arabic","United Kingdom, United States",Won 3 Oscars. 94 wins & 156 nominations total,https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Metacritic,86/100,86,7.7,"607,945",tt1024648,movie,19 Feb 2013,"$136,025,503",N/A,N/A,True
The Artist,2011,PG-13,20 Jan 2012,100 min,"Comedy, Drama, Romance",Michel Hazanavicius,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,"English, French","France, Belgium, United States",Won 5 Oscars. 162 wins & 204 nominations total,https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,Internet Movie Database,7.9/10,89,7.9,"240,496",tt1655442,movie,24 Apr 2012,"$44,671,682",N/A,N/A,True
The Artist,2011,PG-13,20 Jan 2012,100 min,"Comedy, Drama, Romance",Michel Hazanavicius,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,"English, French","France, Belgium, United States",Won 5 Oscars. 162 wins & 204 nominations total,https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,Rotten Tomatoes,95%,89,7.9,"240,496",tt1655442,movie,24 Apr 2012,"$44,671,682",N/A,N/A,True
The Artist,2011,PG-13,20 Jan 2012,100 min,"Comedy, Drama, Romance",Michel Hazanavicius,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,"English, French","France, Belgium, United States",Won 5 Oscars. 162 wins & 204 nominations total,https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,Metacritic,89/100,89,7.9,"240,496",tt1655442,movie,24 Apr 2012,"$44,671,682",N/A,N/A,True
The King's Speech,2010,R,25 Dec 2010,118 min,"Biography, Drama, History",Tom Hooper,David Seidler,"Colin Firth, Geoffrey Rush, Helena Bonham Carter","The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",English,"United Kingdom, United States",Won 4 Oscars. 108 wins & 206 nominations total,https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg,Internet Movie Database,8.0/10,88,8.0,"674,090",tt1504320,movie,19 Apr 2011,"$138,797,449",N/A,N/A,True
The King's Speech,2010,R,25 Dec 2010,118 min,"Biography, Drama, History",Tom Hooper,David Seidler,"Colin Firth, Geoffrey Rush, Helena Bonham Carter","The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",English,"United Kingdom, United States",Won 4 Oscars. 108 wins & 206 nominations total,https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg,Rotten Tomatoes,94%,88,8.0,"674,090",tt1504320,movie,19 Apr 2011,"$138,797,449",N/A,N/A,True
The King's Speech,2010,R,25 Dec 2010,118 min,"Biography, Drama, History",Tom Hooper,David Seidler,"Colin Firth, Geoffrey Rush, Helena Bonham Carter","The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",English,"United Kingdom, United States",Won 4 Oscars. 108 wins & 206 nominations total,https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg,Metacritic,88/100,88,8.0,"674,090",tt1504320,movie,19 Apr 2011,"$138,797,449",N/A,N/A,True
The Hurt Locker,2008,R,31 Jul 2009,131 min,"Drama, Thriller, War",Kathryn Bigelow,Mark Boal,"Jeremy Renner, Anthony Mackie, Brian Geraghty","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.","English, Arabic",United States,Won 6 Oscars. 125 wins & 130 nominations total,https://m.media-amazon.com/images/M/MV5BYWYxZjU2MmQtMmMzYi00ZWUwLTg2ZWQtMDExZTVlYjM3ZWM1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Internet Movie Database,7.5/10,95,7.5,"447,616",tt0887912,movie,12 Jan 2010,"$17,017,811",N/A,N/A,True
The Hurt Locker,2008,R,31 Jul 2009,131 min,"Drama, Thriller, War",Kathryn Bigelow,Mark Boal,"Jeremy Renner, Anthony Mackie, Brian Geraghty","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.","English, Arabic",United States,Won 6 Oscars. 125 wins & 130 nominations total,https://m.media-amazon.com/images/M/MV5BYWYxZjU2MmQtMmMzYi00ZWUwLTg2ZWQtMDExZTVlYjM3ZWM1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Rotten Tomatoes,97%,95,7.5,"447,616",tt0887912,movie,12 Jan 2010,"$17,017,811",N/A,N/A,True
The Hurt Locker,2008,R,31 Jul 2009,131 min,"Drama, Thriller, War",Kathryn Bigelow,Mark Boal,"Jeremy Renner, Anthony Mackie, Brian Geraghty","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.","English, Arabic",United States,Won 6 Oscars. 125 wins & 130 nominations total,https://m.media-amazon.com/images/M/MV5BYWYxZjU2MmQtMmMzYi00ZWUwLTg2ZWQtMDExZTVlYjM3ZWM1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Metacritic,95/100,95,7.5,"447,616",tt0887912,movie,12 Jan 2010,"$17,017,811",N/A,N/A,True
Slumdog Millionaire,2008,R,25 Dec 2008,120 min,"Crime, Drama, Romance","Danny Boyle, Loveleen Tandan","Simon Beaufoy, Vikas Swarup","Dev Patel, Freida Pinto, Saurabh Shukla","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","English, Hindi, French, German","United Kingdom, United States",Won 8 Oscars. 153 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.0/10,84,8.0,"836,068",tt1010048,movie,31 Mar 2009,"$141,319,928",N/A,N/A,True
Slumdog Millionaire,2008,R,25 Dec 2008,120 min,"Crime, Drama, Romance","Danny Boyle, Loveleen Tandan","Simon Beaufoy, Vikas Swarup","Dev Patel, Freida Pinto, Saurabh Shukla","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","English, Hindi, French, German","United Kingdom, United States",Won 8 Oscars. 153 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Rotten Tomatoes,91%,84,8.0,"836,068",tt1010048,movie,31 Mar 2009,"$141,319,928",N/A,N/A,True
Slumdog Millionaire,2008,R,25 Dec 2008,120 min,"Crime, Drama, Romance","Danny Boyle, Loveleen Tandan","Simon Beaufoy, Vikas Swarup","Dev Patel, Freida Pinto, Saurabh Shukla","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","English, Hindi, French, German","United Kingdom, United States",Won 8 Oscars. 153 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Metacritic,84/100,84,8.0,"836,068",tt1010048,movie,31 Mar 2009,"$141,319,928",N/A,N/A,True
No Country for Old Men,2007,R,21 Nov 2007,122 min,"Crime, Drama, Thriller","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Cormac McCarthy","Tommy Lee Jones, Javier Bardem, Josh Brolin",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"English, Spanish",United States,Won 4 Oscars. 163 wins & 140 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg,Internet Movie Database,8.2/10,92,8.2,"951,758",tt0477348,movie,11 Mar 2008,"$74,283,625",N/A,N/A,True
No Country for Old Men,2007,R,21 Nov 2007,122 min,"Crime, Drama, Thriller","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Cormac McCarthy","Tommy Lee Jones, Javier Bardem, Josh Brolin",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"English, Spanish",United States,Won 4 Oscars. 163 wins & 140 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg,Rotten Tomatoes,93%,92,8.2,"951,758",tt0477348,movie,11 Mar 2008,"$74,283,625",N/A,N/A,True
No Country for Old Men,2007,R,21 Nov 2007,122 min,"Crime, Drama, Thriller","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Cormac McCarthy","Tommy Lee Jones, Javier Bardem, Josh Brolin",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"English, Spanish",United States,Won 4 Oscars. 163 wins & 140 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg,Metacritic,92/100,92,8.2,"951,758",tt0477348,movie,11 Mar 2008,"$74,283,625",N/A,N/A,True
The Departed,2006,R,06 Oct 2006,151 min,"Crime, Drama, Thriller",Martin Scorsese,"William Monahan, Alan Mak, Felix Chong","Leonardo DiCaprio, Matt Damon, Jack Nicholson",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"English, Cantonese","United States, Hong Kong",Won 4 Oscars. 97 wins & 141 nominations total,https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg,Internet Movie Database,8.5/10,85,8.5,"1,297,380",tt0407887,movie,13 Feb 2007,"$132,399,394",N/A,N/A,True
The Departed,2006,R,06 Oct 2006,151 min,"Crime, Drama, Thriller",Martin Scorsese,"William Monahan, Alan Mak, Felix Chong","Leonardo DiCaprio, Matt Damon, Jack Nicholson",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"English, Cantonese","United States, Hong Kong",Won 4 Oscars. 97 wins & 141 nominations total,https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg,Rotten Tomatoes,90%,85,8.5,"1,297,380",tt0407887,movie,13 Feb 2007,"$132,399,394",N/A,N/A,True
The Departed,2006,R,06 Oct 2006,151 min,"Crime, Drama, Thriller",Martin Scorsese,"William Monahan, Alan Mak, Felix Chong","Leonardo DiCaprio, Matt Damon, Jack Nicholson",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"English, Cantonese","United States, Hong Kong",Won 4 Oscars. 97 wins & 141 nominations total,https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg,Metacritic,85/100,85,8.5,"1,297,380",tt0407887,movie,13 Feb 2007,"$132,399,394",N/A,N/A,True
Crash,2004,R,06 May 2005,112 min,"Crime, Drama, Thriller",Paul Haggis,"Paul Haggis, Bobby Moresco","Don Cheadle, Sandra Bullock, Thandiwe Newton","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","English, Persian, Spanish, Mandarin, Korean","United States, Germany, Australia",Won 3 Oscars. 66 wins & 112 nominations total,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg,Internet Movie Database,7.8/10,66,7.8,"434,836",tt0375679,movie,06 Sep 2005,"$54,580,300",N/A,N/A,True
Crash,2004,R,06 May 2005,112 min,"Crime, Drama, Thriller",Paul Haggis,"Paul Haggis, Bobby Moresco","Don Cheadle, Sandra Bullock, Thandiwe Newton","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","English, Persian, Spanish, Mandarin, Korean","United States, Germany, Australia",Won 3 Oscars. 66 wins & 112 nominations total,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg,Rotten Tomatoes,74%,66,7.8,"434,836",tt0375679,movie,06 Sep 2005,"$54,580,300",N/A,N/A,True
Crash,2004,R,06 May 2005,112 min,"Crime, Drama, Thriller",Paul Haggis,"Paul Haggis, Bobby Moresco","Don Cheadle, Sandra Bullock, Thandiwe Newton","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","English, Persian, Spanish, Mandarin, Korean","United States, Germany, Australia",Won 3 Oscars. 66 wins & 112 nominations total,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg,Metacritic,66/100,66,7.8,"434,836",tt0375679,movie,06 Sep 2005,"$54,580,300",N/A,N/A,True
Million Dollar Baby,2004,PG-13,28 Jan 2005,132 min,"Drama, Sport",Clint Eastwood,"Paul Haggis, F.X. Toole","Hilary Swank, Clint Eastwood, Morgan Freeman",A determined woman works with a hardened boxing trainer to become a professional.,"English, Irish Gaelic",United States,Won 4 Oscars. 67 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,Internet Movie Database,8.1/10,86,8.1,"679,437",tt0405159,movie,12 Jul 2005,"$100,492,203",N/A,N/A,True
Million Dollar Baby,2004,PG-13,28 Jan 2005,132 min,"Drama, Sport",Clint Eastwood,"Paul Haggis, F.X. Toole","Hilary Swank, Clint Eastwood, Morgan Freeman",A determined woman works with a hardened boxing trainer to become a professional.,"English, Irish Gaelic",United States,Won 4 Oscars. 67 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,Rotten Tomatoes,90%,86,8.1,"679,437",tt0405159,movie,12 Jul 2005,"$100,492,203",N/A,N/A,True
Million Dollar Baby,2004,PG-13,28 Jan 2005,132 min,"Drama, Sport",Clint Eastwood,"Paul Haggis, F.X. Toole","Hilary Swank, Clint Eastwood, Morgan Freeman",A determined woman works with a hardened boxing trainer to become a professional.,"English, Irish Gaelic",United States,Won 4 Oscars. 67 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,Metacritic,86/100,86,8.1,"679,437",tt0405159,movie,12 Jul 2005,"$100,492,203",N/A,N/A,True
The Lord of the Rings: The Return of the King,2003,PG-13,17 Dec 2003,201 min,"Action, Adventure, Drama",Peter Jackson,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens","Elijah Wood, Viggo Mortensen, Ian McKellen",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"English, Quenya, Old English, Sindarin","New Zealand, United States",Won 11 Oscars. 209 wins & 124 nominations total,https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Internet Movie Database,9.0/10,94,9.0,"1,795,244",tt0167260,movie,25 May 2004,"$378,251,207",N/A,N/A,True
The Lord of the Rings: The Return of the King,2003,PG-13,17 Dec 2003,201 min,"Action, Adventure, Drama",Peter Jackson,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens","Elijah Wood, Viggo Mortensen, Ian McKellen",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"English, Quenya, Old English, Sindarin","New Zealand, United States",Won 11 Oscars. 209 wins & 124 nominations total,https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Rotten Tomatoes,93%,94,9.0,"1,795,244",tt0167260,movie,25 May 2004,"$378,251,207",N/A,N/A,True
